ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: login, Resource: employee_db, Status: success, IP: 71.47.248.197)
ALERT: New IP access (54.154.247.248) for user user_7 at 2025-11-16 04:51:47 - verify identity. (Action: download_file, Resource: report.pdf, Status: success, IP: 54.154.247.248)
ALERT: Suspicious hour (4:00) activity for user user_9 at 2025-11-16 04:51:53. (Action: view_page, Resource: public_page, Status: failed, IP: 130.143.170.114)
ALERT: New IP access (130.143.170.114) for user user_9 at 2025-11-16 04:51:53 - verify identity. (Action: view_page, Resource: public_page, Status: failed, IP: 130.143.170.114)
ALERT: Suspicious hour (4:00) activity for user user_8 at 2025-11-16 04:52:17. (Action: delete_record, Resource: dashboard, Status: failed, IP: 89.73.81.10)
ALERT: New IP access (89.73.81.10) for user user_8 at 2025-11-16 04:52:17 - verify identity. (Action: delete_record, Resource: dashboard, Status: failed, IP: 89.73.81.10)
ALERT: Suspicious hour (4:00) activity for user user_15 at 2025-11-16 04:53:17. (Action: update_record, Resource: report.pdf, Status: failed, IP: 21.121.213.239)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: update_record, Resource: report.pdf, Status: failed, IP: 21.121.213.239)
ALERT: New IP access (21.121.213.239) for user user_15 at 2025-11-16 04:53:17 - verify identity. (Action: update_record, Resource: report.pdf, Status: failed, IP: 21.121.213.239)
ALERT: Suspicious hour (4:00) activity for user user_2 at 2025-11-16 04:55:56. (Action: logout, Resource: public_page, Status: success, IP: 139.86.8.226)
ALERT: New IP access (139.86.8.226) for user user_2 at 2025-11-16 04:55:56 - verify identity. (Action: logout, Resource: public_page, Status: success, IP: 139.86.8.226)
ALERT: Suspicious hour (4:00) activity for user user_14 at 2025-11-16 04:58:06. (Action: view_page, Resource: employee_db, Status: success, IP: 239.44.246.120)
ALERT: New IP access (239.44.246.120) for user user_14 at 2025-11-16 04:58:06 - verify identity. (Action: view_page, Resource: employee_db, Status: success, IP: 239.44.246.120)
ALERT: Suspicious hour (4:00) activity for user user_2 at 2025-11-16 04:58:38. (Action: update_record, Resource: report.pdf, Status: success, IP: 16.149.96.206)
ALERT: New IP access (16.149.96.206) for user user_2 at 2025-11-16 04:58:38 - verify identity. (Action: update_record, Resource: report.pdf, Status: success, IP: 16.149.96.206)
ALERT: Suspicious hour (4:00) activity for user user_9 at 2025-11-16 04:58:58. (Action: view_page, Resource: public_page, Status: success, IP: 210.119.106.212)
ALERT: New IP access (210.119.106.212) for user user_9 at 2025-11-16 04:58:58 - verify identity. (Action: view_page, Resource: public_page, Status: success, IP: 210.119.106.212)
ALERT: New IP access (225.229.139.19) for user user_3 at 2025-11-16 05:00:51 - verify identity. (Action: login, Resource: dashboard, Status: success, IP: 225.229.139.19)
ALERT: New IP access (167.142.132.75) for user user_13 at 2025-11-16 05:01:13 - verify identity. (Action: download_file, Resource: public_page, Status: failed, IP: 167.142.132.75)
ALERT: New IP access (225.26.236.77) for user user_8 at 2025-11-16 05:01:16 - verify identity. (Action: login, Resource: config.yaml, Status: failed, IP: 225.26.236.77)
ALERT: New IP access (66.118.196.200) for user user_14 at 2025-11-16 05:04:11 - verify identity. (Action: download_file, Resource: config.yaml, Status: success, IP: 66.118.196.200)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_13 at 2025-11-16 05:05:13. (Action: update_record, Resource: config.yaml, Status: success, IP: 11.152.184.56)
ALERT: New IP access (11.152.184.56) for user user_13 at 2025-11-16 05:05:13 - verify identity. (Action: update_record, Resource: config.yaml, Status: success, IP: 11.152.184.56)
ALERT: New IP access (61.3.92.106) for user user_12 at 2025-11-16 05:07:02 - verify identity. (Action: view_page, Resource: employee_db, Status: failed, IP: 61.3.92.106)
ALERT: Unusually high activity (41 events) for user user_5. (Action: view_page, Resource: report.pdf, Status: success, IP: 213.225.246.96)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: view_page, Resource: report.pdf, Status: success, IP: 213.225.246.96)
ALERT: New IP access (213.225.246.96) for user user_5 at 2025-11-16 05:09:25 - verify identity. (Action: view_page, Resource: report.pdf, Status: success, IP: 213.225.246.96)
ALERT: New IP access (4.146.94.7) for user user_12 at 2025-11-16 05:12:16 - verify identity. (Action: view_page, Resource: admin_panel, Status: failed, IP: 4.146.94.7)
ALERT: New IP access (11.15.47.202) for user user_1 at 2025-11-16 05:13:36 - verify identity. (Action: login, Resource: dashboard, Status: failed, IP: 11.15.47.202)
ALERT: High delete actions (8) for user user_10 - potential data loss risk. (Action: update_record, Resource: admin_panel, Status: success, IP: 25.41.28.51)
ALERT: High-risk action 'update_record' on sensitive resource 'admin_panel' by user user_10 at 2025-11-16 05:14:54. (Action: update_record, Resource: admin_panel, Status: success, IP: 25.41.28.51)
ALERT: New IP access (25.41.28.51) for user user_10 at 2025-11-16 05:14:54 - verify identity. (Action: update_record, Resource: admin_panel, Status: success, IP: 25.41.28.51)
ALERT: New IP access (96.103.199.157) for user user_6 at 2025-11-16 05:15:20 - verify identity. (Action: update_record, Resource: dashboard, Status: success, IP: 96.103.199.157)
ALERT: New IP access (173.138.204.131) for user user_14 at 2025-11-16 05:15:41 - verify identity. (Action: download_file, Resource: public_page, Status: success, IP: 173.138.204.131)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_11 at 2025-11-16 05:16:29. (Action: update_record, Resource: config.yaml, Status: success, IP: 103.3.114.178)
ALERT: New IP access (103.3.114.178) for user user_11 at 2025-11-16 05:16:29 - verify identity. (Action: update_record, Resource: config.yaml, Status: success, IP: 103.3.114.178)
ALERT: New IP access (8.199.238.44) for user user_3 at 2025-11-16 05:17:00 - verify identity. (Action: login, Resource: report.pdf, Status: success, IP: 8.199.238.44)
ALERT: New IP access (90.246.224.230) for user user_12 at 2025-11-16 05:20:44 - verify identity. (Action: view_page, Resource: employee_db, Status: success, IP: 90.246.224.230)
ALERT: New IP access (176.175.125.146) for user user_14 at 2025-11-16 05:21:15 - verify identity. (Action: logout, Resource: admin_panel, Status: success, IP: 176.175.125.146)
ALERT: New IP access (110.126.46.22) for user user_9 at 2025-11-16 05:29:38 - verify identity. (Action: login, Resource: employee_db, Status: success, IP: 110.126.46.22)
ALERT: New IP access (194.214.113.119) for user user_6 at 2025-11-16 05:30:25 - verify identity. (Action: delete_record, Resource: employee_db, Status: success, IP: 194.214.113.119)
ALERT: New IP access (142.190.123.90) for user user_2 at 2025-11-16 05:35:10 - verify identity. (Action: download_file, Resource: employee_db, Status: success, IP: 142.190.123.90)
ALERT: New IP access (20.81.171.88) for user user_11 at 2025-11-16 05:36:46 - verify identity. (Action: delete_record, Resource: dashboard, Status: success, IP: 20.81.171.88)
ALERT: New IP access (78.86.124.244) for user user_9 at 2025-11-16 05:37:10 - verify identity. (Action: logout, Resource: config.yaml, Status: success, IP: 78.86.124.244)
ALERT: New IP access (78.84.217.133) for user user_9 at 2025-11-16 05:39:40 - verify identity. (Action: download_file, Resource: report.pdf, Status: success, IP: 78.84.217.133)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: update_record, Resource: public_page, Status: success, IP: 212.81.28.224)
ALERT: New IP access (212.81.28.224) for user user_7 at 2025-11-16 05:42:04 - verify identity. (Action: update_record, Resource: public_page, Status: success, IP: 212.81.28.224)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: download_file, Resource: public_page, Status: success, IP: 167.25.107.107)
ALERT: New IP access (167.25.107.107) for user user_15 at 2025-11-16 05:48:07 - verify identity. (Action: download_file, Resource: public_page, Status: success, IP: 167.25.107.107)
ALERT: High-risk action 'update_record' on sensitive resource 'admin_panel' by user user_11 at 2025-11-16 05:53:48. (Action: update_record, Resource: admin_panel, Status: failed, IP: 106.154.233.104)
ALERT: New IP access (106.154.233.104) for user user_11 at 2025-11-16 05:53:48 - verify identity. (Action: update_record, Resource: admin_panel, Status: failed, IP: 106.154.233.104)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_6 at 2025-11-16 05:54:05. (Action: update_record, Resource: config.yaml, Status: failed, IP: 220.82.171.234)
ALERT: New IP access (220.82.171.234) for user user_6 at 2025-11-16 05:54:05 - verify identity. (Action: update_record, Resource: config.yaml, Status: failed, IP: 220.82.171.234)
ALERT: New IP access (204.69.58.58) for user user_3 at 2025-11-16 05:57:21 - verify identity. (Action: view_page, Resource: employee_db, Status: success, IP: 204.69.58.58)
ALERT: Unusually high activity (41 events) for user user_5. (Action: update_record, Resource: employee_db, Status: success, IP: 108.212.107.115)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: update_record, Resource: employee_db, Status: success, IP: 108.212.107.115)
ALERT: New IP access (108.212.107.115) for user user_5 at 2025-11-16 05:58:34 - verify identity. (Action: update_record, Resource: employee_db, Status: success, IP: 108.212.107.115)
ALERT: New IP access (235.89.136.79) for user user_1 at 2025-11-16 05:59:50 - verify identity. (Action: download_file, Resource: admin_panel, Status: success, IP: 235.89.136.79)
ALERT: New IP access (107.173.53.57) for user user_12 at 2025-11-16 06:02:48 - verify identity. (Action: download_file, Resource: admin_panel, Status: failed, IP: 107.173.53.57)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_2 at 2025-11-16 06:03:30. (Action: update_record, Resource: config.yaml, Status: success, IP: 207.25.17.202)
ALERT: New IP access (207.25.17.202) for user user_2 at 2025-11-16 06:03:30 - verify identity. (Action: update_record, Resource: config.yaml, Status: success, IP: 207.25.17.202)
ALERT: New IP access (54.103.178.92) for user user_12 at 2025-11-16 06:05:00 - verify identity. (Action: download_file, Resource: report.pdf, Status: success, IP: 54.103.178.92)
ALERT: New IP access (36.251.59.22) for user user_6 at 2025-11-16 06:06:31 - verify identity. (Action: view_page, Resource: public_page, Status: success, IP: 36.251.59.22)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_13 at 2025-11-16 06:08:51. (Action: update_record, Resource: config.yaml, Status: success, IP: 232.12.141.248)
ALERT: New IP access (232.12.141.248) for user user_13 at 2025-11-16 06:08:51 - verify identity. (Action: update_record, Resource: config.yaml, Status: success, IP: 232.12.141.248)
ALERT: New IP access (17.109.90.51) for user user_9 at 2025-11-16 06:09:46 - verify identity. (Action: download_file, Resource: employee_db, Status: failed, IP: 17.109.90.51)
ALERT: New IP access (194.1.162.249) for user user_9 at 2025-11-16 06:10:10 - verify identity. (Action: login, Resource: config.yaml, Status: failed, IP: 194.1.162.249)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_6 at 2025-11-16 06:12:29. (Action: update_record, Resource: config.yaml, Status: success, IP: 13.161.52.197)
ALERT: New IP access (13.161.52.197) for user user_6 at 2025-11-16 06:12:29 - verify identity. (Action: update_record, Resource: config.yaml, Status: success, IP: 13.161.52.197)
ALERT: High delete actions (8) for user user_10 - potential data loss risk. (Action: delete_record, Resource: dashboard, Status: success, IP: 155.239.131.164)
ALERT: New IP access (155.239.131.164) for user user_10 at 2025-11-16 06:12:49 - verify identity. (Action: delete_record, Resource: dashboard, Status: success, IP: 155.239.131.164)
ALERT: High delete actions (8) for user user_10 - potential data loss risk. (Action: login, Resource: dashboard, Status: success, IP: 98.159.213.46)
ALERT: New IP access (98.159.213.46) for user user_10 at 2025-11-16 06:13:22 - verify identity. (Action: login, Resource: dashboard, Status: success, IP: 98.159.213.46)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: delete_record, Resource: public_page, Status: success, IP: 107.126.2.224)
ALERT: New IP access (107.126.2.224) for user user_15 at 2025-11-16 06:13:32 - verify identity. (Action: delete_record, Resource: public_page, Status: success, IP: 107.126.2.224)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: logout, Resource: admin_panel, Status: success, IP: 236.100.221.173)
ALERT: New IP access (236.100.221.173) for user user_15 at 2025-11-16 06:14:03 - verify identity. (Action: logout, Resource: admin_panel, Status: success, IP: 236.100.221.173)
ALERT: New IP access (57.11.142.70) for user user_14 at 2025-11-16 06:17:51 - verify identity. (Action: view_page, Resource: admin_panel, Status: success, IP: 57.11.142.70)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: logout, Resource: admin_panel, Status: failed, IP: 33.161.184.148)
ALERT: New IP access (33.161.184.148) for user user_7 at 2025-11-16 06:19:23 - verify identity. (Action: logout, Resource: admin_panel, Status: failed, IP: 33.161.184.148)
ALERT: New IP access (252.160.191.106) for user user_1 at 2025-11-16 06:23:29 - verify identity. (Action: login, Resource: report.pdf, Status: success, IP: 252.160.191.106)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: login, Resource: public_page, Status: success, IP: 220.59.190.10)
ALERT: New IP access (220.59.190.10) for user user_15 at 2025-11-16 06:24:16 - verify identity. (Action: login, Resource: public_page, Status: success, IP: 220.59.190.10)
ALERT: Unusually high activity (41 events) for user user_5. (Action: login, Resource: employee_db, Status: success, IP: 9.48.24.119)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: login, Resource: employee_db, Status: success, IP: 9.48.24.119)
ALERT: New IP access (9.48.24.119) for user user_5 at 2025-11-16 06:27:55 - verify identity. (Action: login, Resource: employee_db, Status: success, IP: 9.48.24.119)
ALERT: New IP access (192.130.141.172) for user user_9 at 2025-11-16 06:29:50 - verify identity. (Action: delete_record, Resource: employee_db, Status: success, IP: 192.130.141.172)
ALERT: Unusually high activity (41 events) for user user_5. (Action: logout, Resource: report.pdf, Status: success, IP: 6.32.232.148)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: logout, Resource: report.pdf, Status: success, IP: 6.32.232.148)
ALERT: New IP access (6.32.232.148) for user user_5 at 2025-11-16 06:30:34 - verify identity. (Action: logout, Resource: report.pdf, Status: success, IP: 6.32.232.148)
ALERT: New IP access (117.48.59.91) for user user_11 at 2025-11-16 06:30:41 - verify identity. (Action: download_file, Resource: config.yaml, Status: success, IP: 117.48.59.91)
ALERT: New IP access (202.42.24.70) for user user_1 at 2025-11-16 06:34:46 - verify identity. (Action: login, Resource: employee_db, Status: failed, IP: 202.42.24.70)
ALERT: New IP access (13.191.109.13) for user user_11 at 2025-11-16 06:35:35 - verify identity. (Action: download_file, Resource: employee_db, Status: failed, IP: 13.191.109.13)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: update_record, Resource: public_page, Status: success, IP: 230.29.83.196)
ALERT: New IP access (230.29.83.196) for user user_15 at 2025-11-16 06:35:49 - verify identity. (Action: update_record, Resource: public_page, Status: success, IP: 230.29.83.196)
ALERT: New IP access (118.44.60.66) for user user_14 at 2025-11-16 06:36:06 - verify identity. (Action: delete_record, Resource: dashboard, Status: success, IP: 118.44.60.66)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: logout, Resource: report.pdf, Status: success, IP: 246.91.161.133)
ALERT: New IP access (246.91.161.133) for user user_15 at 2025-11-16 06:38:28 - verify identity. (Action: logout, Resource: report.pdf, Status: success, IP: 246.91.161.133)
ALERT: High delete actions (8) for user user_10 - potential data loss risk. (Action: login, Resource: report.pdf, Status: success, IP: 22.191.240.162)
ALERT: New IP access (22.191.240.162) for user user_10 at 2025-11-16 06:44:20 - verify identity. (Action: login, Resource: report.pdf, Status: success, IP: 22.191.240.162)
ALERT: New IP access (165.45.177.106) for user user_8 at 2025-11-16 06:44:43 - verify identity. (Action: view_page, Resource: report.pdf, Status: failed, IP: 165.45.177.106)
ALERT: New IP access (198.102.211.136) for user user_6 at 2025-11-16 06:47:28 - verify identity. (Action: download_file, Resource: report.pdf, Status: success, IP: 198.102.211.136)
ALERT: New IP access (122.98.130.94) for user user_2 at 2025-11-16 06:51:32 - verify identity. (Action: view_page, Resource: admin_panel, Status: success, IP: 122.98.130.94)
ALERT: High-risk action 'delete_record' on sensitive resource 'config.yaml' by user user_14 at 2025-11-16 06:51:56. (Action: delete_record, Resource: config.yaml, Status: failed, IP: 42.181.37.74)
ALERT: New IP access (42.181.37.74) for user user_14 at 2025-11-16 06:51:56 - verify identity. (Action: delete_record, Resource: config.yaml, Status: failed, IP: 42.181.37.74)
ALERT: Unusually high activity (41 events) for user user_5. (Action: delete_record, Resource: public_page, Status: failed, IP: 127.48.183.227)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: delete_record, Resource: public_page, Status: failed, IP: 127.48.183.227)
ALERT: New IP access (127.48.183.227) for user user_5 at 2025-11-16 06:52:45 - verify identity. (Action: delete_record, Resource: public_page, Status: failed, IP: 127.48.183.227)
ALERT: New IP access (96.222.211.214) for user user_13 at 2025-11-16 06:54:53 - verify identity. (Action: view_page, Resource: report.pdf, Status: failed, IP: 96.222.211.214)
ALERT: Unusually high activity (41 events) for user user_5. (Action: download_file, Resource: report.pdf, Status: failed, IP: 59.140.231.186)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: download_file, Resource: report.pdf, Status: failed, IP: 59.140.231.186)
ALERT: New IP access (59.140.231.186) for user user_5 at 2025-11-16 06:54:58 - verify identity. (Action: download_file, Resource: report.pdf, Status: failed, IP: 59.140.231.186)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: login, Resource: public_page, Status: success, IP: 178.115.92.63)
ALERT: New IP access (178.115.92.63) for user user_4 at 2025-11-16 06:55:40 - verify identity. (Action: login, Resource: public_page, Status: success, IP: 178.115.92.63)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: view_page, Resource: public_page, Status: success, IP: 98.14.72.227)
ALERT: New IP access (98.14.72.227) for user user_4 at 2025-11-16 06:58:57 - verify identity. (Action: view_page, Resource: public_page, Status: success, IP: 98.14.72.227)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: delete_record, Resource: employee_db, Status: success, IP: 28.32.179.151)
ALERT: New IP access (28.32.179.151) for user user_15 at 2025-11-16 07:00:29 - verify identity. (Action: delete_record, Resource: employee_db, Status: success, IP: 28.32.179.151)
ALERT: New IP access (53.130.17.177) for user user_13 at 2025-11-16 07:01:16 - verify identity. (Action: login, Resource: admin_panel, Status: success, IP: 53.130.17.177)
ALERT: High delete actions (8) for user user_10 - potential data loss risk. (Action: delete_record, Resource: public_page, Status: success, IP: 148.62.171.145)
ALERT: New IP access (148.62.171.145) for user user_10 at 2025-11-16 07:03:04 - verify identity. (Action: delete_record, Resource: public_page, Status: success, IP: 148.62.171.145)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: update_record, Resource: config.yaml, Status: failed, IP: 247.253.153.63)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_15 at 2025-11-16 07:04:30. (Action: update_record, Resource: config.yaml, Status: failed, IP: 247.253.153.63)
ALERT: New IP access (247.253.153.63) for user user_15 at 2025-11-16 07:04:30 - verify identity. (Action: update_record, Resource: config.yaml, Status: failed, IP: 247.253.153.63)
ALERT: High-risk action 'delete_record' on sensitive resource 'config.yaml' by user user_1 at 2025-11-16 07:04:40. (Action: delete_record, Resource: config.yaml, Status: success, IP: 214.73.230.186)
ALERT: New IP access (214.73.230.186) for user user_1 at 2025-11-16 07:04:40 - verify identity. (Action: delete_record, Resource: config.yaml, Status: success, IP: 214.73.230.186)
ALERT: Unusually high activity (41 events) for user user_5. (Action: update_record, Resource: config.yaml, Status: failed, IP: 38.196.236.238)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: update_record, Resource: config.yaml, Status: failed, IP: 38.196.236.238)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_5 at 2025-11-16 07:04:48. (Action: update_record, Resource: config.yaml, Status: failed, IP: 38.196.236.238)
ALERT: New IP access (38.196.236.238) for user user_5 at 2025-11-16 07:04:48 - verify identity. (Action: update_record, Resource: config.yaml, Status: failed, IP: 38.196.236.238)
ALERT: New IP access (115.255.186.205) for user user_11 at 2025-11-16 07:05:01 - verify identity. (Action: login, Resource: dashboard, Status: success, IP: 115.255.186.205)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: download_file, Resource: report.pdf, Status: success, IP: 92.74.173.223)
ALERT: New IP access (92.74.173.223) for user user_4 at 2025-11-16 07:05:09 - verify identity. (Action: download_file, Resource: report.pdf, Status: success, IP: 92.74.173.223)
ALERT: New IP access (238.122.230.80) for user user_13 at 2025-11-16 07:10:44 - verify identity. (Action: update_record, Resource: report.pdf, Status: success, IP: 238.122.230.80)
ALERT: New IP access (77.220.188.202) for user user_6 at 2025-11-16 07:11:18 - verify identity. (Action: logout, Resource: admin_panel, Status: failed, IP: 77.220.188.202)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: download_file, Resource: report.pdf, Status: success, IP: 166.130.107.196)
ALERT: New IP access (166.130.107.196) for user user_7 at 2025-11-16 07:14:16 - verify identity. (Action: download_file, Resource: report.pdf, Status: success, IP: 166.130.107.196)
ALERT: High-risk action 'update_record' on sensitive resource 'admin_panel' by user user_3 at 2025-11-16 07:16:35. (Action: update_record, Resource: admin_panel, Status: success, IP: 12.131.187.101)
ALERT: New IP access (12.131.187.101) for user user_3 at 2025-11-16 07:16:35 - verify identity. (Action: update_record, Resource: admin_panel, Status: success, IP: 12.131.187.101)
ALERT: New IP access (47.175.171.213) for user user_14 at 2025-11-16 07:16:41 - verify identity. (Action: view_page, Resource: public_page, Status: success, IP: 47.175.171.213)
ALERT: New IP access (149.1.215.81) for user user_12 at 2025-11-16 07:17:40 - verify identity. (Action: view_page, Resource: dashboard, Status: success, IP: 149.1.215.81)
ALERT: New IP access (150.40.11.220) for user user_2 at 2025-11-16 07:19:49 - verify identity. (Action: view_page, Resource: admin_panel, Status: failed, IP: 150.40.11.220)
ALERT: New IP access (92.126.46.200) for user user_2 at 2025-11-16 07:23:11 - verify identity. (Action: download_file, Resource: dashboard, Status: success, IP: 92.126.46.200)
ALERT: New IP access (205.237.63.52) for user user_12 at 2025-11-16 07:25:23 - verify identity. (Action: login, Resource: employee_db, Status: success, IP: 205.237.63.52)
ALERT: New IP access (127.205.13.146) for user user_2 at 2025-11-16 07:28:57 - verify identity. (Action: login, Resource: admin_panel, Status: success, IP: 127.205.13.146)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: download_file, Resource: employee_db, Status: success, IP: 125.250.185.173)
ALERT: New IP access (125.250.185.173) for user user_4 at 2025-11-16 07:29:01 - verify identity. (Action: download_file, Resource: employee_db, Status: success, IP: 125.250.185.173)
ALERT: New IP access (215.169.249.184) for user user_13 at 2025-11-16 07:31:17 - verify identity. (Action: view_page, Resource: public_page, Status: success, IP: 215.169.249.184)
ALERT: New IP access (12.106.233.216) for user user_9 at 2025-11-16 07:35:34 - verify identity. (Action: logout, Resource: dashboard, Status: success, IP: 12.106.233.216)
ALERT: High-risk action 'delete_record' on sensitive resource 'admin_panel' by user user_8 at 2025-11-16 07:44:04. (Action: delete_record, Resource: admin_panel, Status: success, IP: 137.22.214.68)
ALERT: New IP access (137.22.214.68) for user user_8 at 2025-11-16 07:44:04 - verify identity. (Action: delete_record, Resource: admin_panel, Status: success, IP: 137.22.214.68)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: delete_record, Resource: admin_panel, Status: success, IP: 208.47.254.7)
ALERT: High-risk action 'delete_record' on sensitive resource 'admin_panel' by user user_15 at 2025-11-16 07:44:47. (Action: delete_record, Resource: admin_panel, Status: success, IP: 208.47.254.7)
ALERT: New IP access (208.47.254.7) for user user_15 at 2025-11-16 07:44:47 - verify identity. (Action: delete_record, Resource: admin_panel, Status: success, IP: 208.47.254.7)
ALERT: New IP access (150.70.168.178) for user user_8 at 2025-11-16 07:48:24 - verify identity. (Action: download_file, Resource: config.yaml, Status: success, IP: 150.70.168.178)
ALERT: New IP access (37.55.105.77) for user user_1 at 2025-11-16 07:51:05 - verify identity. (Action: download_file, Resource: config.yaml, Status: success, IP: 37.55.105.77)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: login, Resource: employee_db, Status: success, IP: 130.105.78.160)
ALERT: New IP access (130.105.78.160) for user user_7 at 2025-11-16 07:51:45 - verify identity. (Action: login, Resource: employee_db, Status: success, IP: 130.105.78.160)
ALERT: New IP access (238.123.99.244) for user user_11 at 2025-11-16 07:52:32 - verify identity. (Action: view_page, Resource: admin_panel, Status: success, IP: 238.123.99.244)
ALERT: High delete actions (8) for user user_10 - potential data loss risk. (Action: view_page, Resource: report.pdf, Status: success, IP: 230.154.94.157)
ALERT: New IP access (230.154.94.157) for user user_10 at 2025-11-16 07:52:33 - verify identity. (Action: view_page, Resource: report.pdf, Status: success, IP: 230.154.94.157)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_1 at 2025-11-16 07:55:15. (Action: update_record, Resource: config.yaml, Status: success, IP: 21.62.236.70)
ALERT: New IP access (21.62.236.70) for user user_1 at 2025-11-16 07:55:15 - verify identity. (Action: update_record, Resource: config.yaml, Status: success, IP: 21.62.236.70)
ALERT: New IP access (23.167.237.234) for user user_2 at 2025-11-16 07:55:55 - verify identity. (Action: download_file, Resource: dashboard, Status: success, IP: 23.167.237.234)
ALERT: New IP access (196.70.76.223) for user user_3 at 2025-11-16 07:58:04 - verify identity. (Action: logout, Resource: config.yaml, Status: success, IP: 196.70.76.223)
ALERT: New IP access (236.92.221.205) for user user_8 at 2025-11-16 08:01:26 - verify identity. (Action: update_record, Resource: public_page, Status: success, IP: 236.92.221.205)
ALERT: New IP access (205.190.251.14) for user user_2 at 2025-11-16 08:02:23 - verify identity. (Action: view_page, Resource: dashboard, Status: success, IP: 205.190.251.14)
ALERT: Unusually high activity (41 events) for user user_5. (Action: view_page, Resource: employee_db, Status: success, IP: 239.110.15.57)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: view_page, Resource: employee_db, Status: success, IP: 239.110.15.57)
ALERT: New IP access (239.110.15.57) for user user_5 at 2025-11-16 08:05:21 - verify identity. (Action: view_page, Resource: employee_db, Status: success, IP: 239.110.15.57)
ALERT: New IP access (140.165.161.245) for user user_13 at 2025-11-16 08:06:11 - verify identity. (Action: login, Resource: dashboard, Status: success, IP: 140.165.161.245)
ALERT: High delete actions (8) for user user_10 - potential data loss risk. (Action: logout, Resource: report.pdf, Status: success, IP: 188.88.173.87)
ALERT: New IP access (188.88.173.87) for user user_10 at 2025-11-16 08:08:55 - verify identity. (Action: logout, Resource: report.pdf, Status: success, IP: 188.88.173.87)
ALERT: New IP access (130.68.232.108) for user user_3 at 2025-11-16 08:09:15 - verify identity. (Action: delete_record, Resource: dashboard, Status: success, IP: 130.68.232.108)
ALERT: New IP access (12.46.244.181) for user user_12 at 2025-11-16 08:14:06 - verify identity. (Action: delete_record, Resource: public_page, Status: success, IP: 12.46.244.181)
ALERT: New IP access (71.154.110.92) for user user_6 at 2025-11-16 08:15:07 - verify identity. (Action: download_file, Resource: config.yaml, Status: success, IP: 71.154.110.92)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: download_file, Resource: employee_db, Status: success, IP: 110.93.48.169)
ALERT: New IP access (110.93.48.169) for user user_7 at 2025-11-16 08:16:30 - verify identity. (Action: download_file, Resource: employee_db, Status: success, IP: 110.93.48.169)
ALERT: New IP access (18.223.22.247) for user user_2 at 2025-11-16 08:17:21 - verify identity. (Action: update_record, Resource: public_page, Status: success, IP: 18.223.22.247)
ALERT: Unusually high activity (41 events) for user user_5. (Action: login, Resource: config.yaml, Status: failed, IP: 221.18.240.25)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: login, Resource: config.yaml, Status: failed, IP: 221.18.240.25)
ALERT: New IP access (221.18.240.25) for user user_5 at 2025-11-16 08:22:51 - verify identity. (Action: login, Resource: config.yaml, Status: failed, IP: 221.18.240.25)
ALERT: New IP access (33.80.251.31) for user user_14 at 2025-11-16 08:24:17 - verify identity. (Action: login, Resource: public_page, Status: failed, IP: 33.80.251.31)
